CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;6.2.1.1.;6.2.1.1. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВА- НИЯ БОЛЬНЫХ В АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ И БОЛЬНИЧНЫХ УЧРЕЖДЕНИЯХ
;;;;6.2.1.1.1.;6.2.1.1.1. ЭКГ ПРИ ЗАПИСИ НА НЕАВТОМАТИЗИРО- ВАННЫХ ПРИБОРАХ И ДОП.ИССЛЕДОВАНИЕ С ФУНКЦИО- НАЛЬНЫМИ ПРОБАМИ:
;;;;6.2.1.1.1.1.;6.2.1.1.1.1. ПРИ ЗАПИСИ НА НЕАВТОМАТИЗИРОВА- ННЫХ ПРИБОРАХ В КАБИНЕТАХ:
;;;;6.2.1.1.1.1.1.;"6.2.1.1.1.1.1. На 6-канальном электрокардио- графе (ЭЛКАР-6,ЭК64-01,02;6-нек-301,401,др.)"
;;;;6.2.1.1.1.1.2.;"6.2.1.1.1.1.2. На 1-канальном электрокардио- графе (ЭК 1С 03;03М;04;ЭКП СЧ_4 и др.)"
;;;;6.2.1.1.1.2.;6.2.1.1.1.2. ДОП. ИССЛЕДОВАНИЕ С ФУНКЦИОНА- ЛЬНЫМИ ПРОБАМИ:
;;;;6.2.1.1.1.2.1.;6.2.1.1.1.2.1. Проба с приемом обзидана(хло- рида калия, инъекцией атропина)
;;;;6.2.1.1.1.2.2.;6.2.1.1.1.2.2. Ортопроба (пребывание иссле- дуемого в вертикальном положении в течении 8 мин)
;;;;6.2.1.1.1.2.3.;6.2.1.1.1.2.3. Бег на месте ( в течение 2_3 мин.)
;;;;6.2.1.1.2.;6.2.1.1.2. ЭКГ ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВА- ННЫХ ПРИБОРАХ И ДОП.ИССЛЕДОВАНИЯ:
;;;;6.2.1.1.2.1.;6.2.1.1.2.1. ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВАН- НЫХ ПРИБОРАХ В КАБИНЕТАХ:
;;;;6.2.1.1.2.1.1.;6.2.1.1.2.1.1. На электрокардиографе микроп- роцессорном ЭКЧМП-Н3050
;;;;6.2.1.1.2.1.2.;6.2.1.1.2.1.2. На злектрокардиографе микроп- роцессорном ЭКЧМП-Н3051
;;;;6.2.1.1.2.1.3.;6.2.1.1.2.1.3. Полианализаторе ПА-5-03
;;;;6.2.1.1.2.2.;6.2.1.1.2.2. Дополнительное исследование в 3-отведениях на вдохе (аппараты типа ЭК4МП-Н-3050 -3051)
;;;;6.2.1.1.3.;6.2.1.1.3. Электрокардиографическое исследо- вание в палатах стационара при записи на неа- втоматизированных приборах (одноканал
;;;;6.2.1.1.4.;6.2.1.1.4. Электрокардиографическое исследо- вание на дому при записи на неавтоматизирова- нных приборах
;;;;6.2.1.1.5.;6.2.1.1.5. ЭЛЕКТРОКАРДИОГРАФИЧЕСКОЕ ИССЛЕДО- ВАНИЕ С ПРИМЕНЕНИЕМ ТЕХНИЧЕСКИХ СРЕДСТВ ПЕРЕ- ДАЧИ НЕОБХОДИМЫХ ДАННЫХ ЭЛЕКТРОКАРДИО
;;;;6.2.1.1.5.1.;6.2.1.1.5.1. В пункте приема
;;;;6.2.1.1.5.2.;6.2.1.1.5.2. В пункте передачи
;;;;6.2.1.1.6.;6.2.1.1.6. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДО- ВАНИЯ В УСЛОВИЯХ НЕПРЕРЫВНОЙ СУТОЧНОЙ РЕГИСТ- РАЦИИ ЭЛЕКТРОКАРДИОСИГНАЛА ПАЦИЕНТОВ
;;;;6.2.1.1.6.1.;6.2.1.1.6.1. До 6 часов
;;;;6.2.1.1.6.2.;6.2.1.1.6.2. До 16 часов
;;;;6.2.1.1.6.3.;6.2.1.1.6.3. 20-24 часа
;;;;6.2.1.1.6.4.;6.2.1.1.6.4. Свыше 24 часов
;;;;6.2.1.1.7.;6.2.1.1.7. ЭЛЕКТРОКАРДИОГРАФИЧЕСКАЯ ПРОБА С ДОЗИРОВАННОЙ ФИЗИЧЕСКОЙ НАГРУЗКОЙ С ПРИМЕНЕ- НИЕМ ВЕЛОЭРГОМЕТРА И ЗАПИСИ ЭКГ НА НЕАВ
;;;;6.2.1.1.7.1.;6.2.1.1.7.1. При педалировании в режиме сту- пенеобразной непрерывно возрастающей нагрузки (без периодов отдыха)
;;;;6.2.1.1.7.2.;6.2.1.1.7.2. При педалировании в режиме сту- пенеобразной непрерывно возрастающей нагрузки (с периодами отдыха)
;;;;6.2.1.1.7.3.;6.2.1.1.7.3. При педалировании в режиме сту- пенеобразной прерывистовозрастающей нагрузки (с периодами отдыха)
;;;;6.2.1.1.7.4.;6.2.1.1.7.4. Дополнительное проведение пробы с гипервентиляцией( к п.6.2.1.1.7.1. и 6.2.1.1.7.2.)
;;;;6.2.1.1.7.5.;6.2.1.1.7.5. ЭЛЕКТРОФИЗИОЛОГИЧЕСКОЕ ИССЛЕДО- ВАНИЕ СЕРДЦА:
;;;;6.2.1.1.7.5.1.;6.2.1.1.7.5.1. Исследование аритмии
;;;;6.2.1.1.7.5.2.;6.2.1.1.7.5.2. Ишемический тест
;;;;6.2.1.1.7.5.3.;6.2.1.1.7.5.3. Подбор терапии
;;;;6.2.1.2.;6.2.1.2. ЭЛЕКТРОКАРДИОГРАФИЧЕСКОЕ ИССЛЕДОВА- НИЕ В КАБИНЕТЕ ПРИ ПРОВЕДЕНИИ ПРОФИЛАКТИЧЕС- КИХ ОСМОТРОВ НАСЕЛЕНИЯ (СООТВЕТСТВУЮЩИ
;;;;6.2.1.2.1.;6.2.1.2.1. 6-ти канальные кардиографы разли- чных марок(ЭЛКАР-6,ЭК64-01,02,6НЕК-301,401 и др.
;;;;6.2.1.2.2.;6.2.1.2.2. Одноканальный электрокардиограф различных марок (ЭК1Т-03,03М,04,ЭКПСЧ-4, ЭКПСЧТ-4 и др.)
;;;;6.2.1.3.;6.2.1.3. Электрокардиографическая проба с дозированной физической нагрузкой с примене- нием тридмила (с записью ЭКГ на автоматиз
;;;;6.2.10.;6.2.10. КОМПЬЮТЕРНАЯ ТЕРМОГРАФИЯ
;;;;6.2.10.1.;"6.2.10.1. ""РАДУГА-2"""
;;;;6.2.10.2.;"6.2.10.2. ""ТЕПЛОВИЗОР-АГА"""
;;;;6.2.10.3.;6.2.10.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУН- КЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.2.10.2.)
;;;;6.2.10.3.1.;6.2.10.3.1. С кислородом
;;;;6.2.10.3.2.;6.2.10.3.2. С глюкозой
;;;;6.2.11.;6.2.11. КОМПЛЕКСНЫЙ МЕТОД ИССЛЕДОВАНИЯ АДАП- ТАЦИОННЫХ ВОЗМОЖНОСТЕЙ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ.ЗАПИСЬ ПОКАЗАТЕЛЕЙ ЦЕНТРАЛЬНОЙ Г
;;;;6.2.12.;6.2.12. ПОЛЯРОГРАФИЯ
;;;;6.2.12.1.;6.2.12.1. Полярограф ЛП-7Е(при работе в от- делении реанимации,интенсивной терапии рабо- тает бригада:врач и медсестра
;;;;6.2.12.2.;6.2.12.2. Полярограф РА-2 (ЧССР)
;;;;6.2.12.3.;6.2.12.3. ПОЛЯРОГРАФИЯ СЛИЗИСТОЙ ОБОЛОЧКИ ПОЛОСТИ РТА (минимальный объем исследования -2 участка слизистой с обязательной воздуш
;;;;6.2.13.;6.2.13. ЭЗОФАГОМАНОМЕТРИЯ (Пневмотензиограф АЛП-02)
;;;;6.2.14.;6.2.14. ВАКУУМ-ПРОБА ПО КУБАЖЕНКО (минималь- ный объем исследований - 4 участка альвеоляр- ного отростка)
;;;;6.2.15.;6.2.15. ВНУТРИЖЕЛУДОЧНАЯ Ph-МЕТРИЯ(2 точки- антральный отдел и тело желудка) (9 точек)( Ацидогастрометр АГМ-10-01, Реогастрограф
;;;;6.2.16.;6.2.16. ЭЛЕКТРООДОНТОДИАГНОСТИКА (мин.1 зуб)
;;;;6.2.17.;6.2.17. ЧРЕЗПИЩЕВОДНАЯ ЭЛЕКТРОСТИМУЛЯЦИЯ ПРЕДСЕРДИЙ
;;;;6.2.2.;6.2.2. ФОНОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ (ФКГ)
;;;;6.2.2.1.;6.2.2.1. Объем записи 5 точек плюс запись на верхушке сердца в положении исследуемого лежа на левом боку(многоканальный аппарат
;;;;6.2.2.2.;6.2.2.2. Объем записи 5 точек плюс запись на верхушке сердца в положении исследуемого лежа на левом боку(аппарат с фотозаписью и
;;;;6.2.2.3.;6.2.2.3. Дополнительные исследования каждой новой точки записи(к п.6.1.2.1. и 6.1.2.2.)
;;;;6.2.2.4.;6.2.2.4. ДОПОЛНИТЕЛЬНЫЕ ИССЛЕДОВАНИЯ С ФУНК- ЦИОНАЛЬНЫМИ ПРОБАМИ:
;;;;6.2.2.4.1.;6.2.2.4.1. Проба с физической нагрузкой(пе- реход пациента из положения лежа в положение сидя 20 раз)
;;;;6.2.2.4.2.;6.2.2.4.2. Проба в положении исследуемого стоя
;;;;6.2.2.4.3.;6.2.2.4.3. Проба с выдыханием паров амилнит- рита
;;;;6.2.3.;6.2.3. РЕОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ
;;;;6.2.3.1.;6.2.3.1. ИССЛЕДОВАНИЕ ЦЕНТРАЛЬНОЙ ГЕМОДИНА- МИКИ МЕТОДОМ ТЕТРОПОЛЯРНОЙ ГРУДНОЙ РЕОГРАФИИ (МЕТОД КУБИЧЕКА КЛАССИЧЕСКИЙ И МЕДИЦИРО
;;;;6.2.3.1.1.;6.2.3.1.1. При записи на неавтоматизирован- ных аппаратах (РПГ-202, РП-02,РГ4-01 с регис- траторами, имеющими не менее 4-х канал
;;;;6.2.3.1.2.;6.2.3.1.2. При записи на автоматизированных аппаратах (Реонализ.РА- 5-01)
;;;;6.2.3.1.3.;6.2.3.1.3. Дополнительное исследование с ор- топробой, пребывание исследуемого в вертика- льном положении в течении 8 мин.
;;;;6.2.3.2.;6.2.3.2. РЕОВАЗОГРАФИЯ ВЕРХНИХ ИЛИ НИЖНИХ КОНЕЧНОСТЕЙ:
;;;;6.2.3.2.1.;6.2.3.2.1. При записи на неавтоматизирован- ных аппаратах. Минимальный обьем исследования - 4 исследуемых участка (4РГ-1, 4РГ1А,
;;;;6.2.3.2.2.;6.2.3.2.2. При записи на автоматизированных аппаратах. Минимальный обьем исследования - 4 исследуемых участка (Реонализ РА-5-01)
;;;;6.2.3.2.3.;6.2.3.2.3. Дополнительное исследование 4-х участков нового региона (к п.6.2.3.2.1.и 6.2.3.2.2.)
;;;;6.2.3.2.4.;6.2.3.2.4. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУ- НКЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.2.3.2.1. И П.6. 2.3.2.2.)
;;;;6.2.3.2.4.1.;6.2.3.2.4.1. С приемом нитроглицерина
;;;;6.2.3.2.4.2.;6.2.3.2.4.2. Постуральная проба
;;;;6.2.3.2.4.3.;6.2.3.2.4.3. С наложением жгутов
;;;;6.2.3.2.4.4.;6.2.3.2.4.4. Проба Вальсальвы
;;;;6.2.3.2.4.5.;6.2.3.2.4.5. С записью на спокойном дыхании исследуемого
;;;;6.2.3.2.4.6.;"6.2.3.2.4.6. С ""работой"" (сгибание и разги- бание в голеностопном суставе в течение 1 мин.)"
;;;;6.2.3.3.;6.2.3.3. РЕОЭНЦЕФАЛОГРАФИЯ
;;;;6.2.3.3.1.;6.2.3.3.1. С использованием в качестве реги- стратора электроэнчефалографов. Обьем иссле- дования - 4 исследуемых участка (4РГ-1
;;;;6.2.3.3.2.;6.2.3.3.2. С использованием в качестве реги- страторов электрокардиографов. Минимальный обьем исследований - 4 ислед. участка (Р
;;;;6.2.3.3.3.;6.2.3.3.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУ- НКЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.2.3.3.1. и 6.2. 3.3.2.)
;;;;6.2.3.3.3.1.;6.2.3.3.3.1. При поворотах и наклонах головы
;;;;6.2.3.3.3.2.;6.2.3.3.3.2. С приемом нитроглицерина
;;;;6.2.3.3.3.3.;6.2.3.3.3.3. С гипервентиляцией в течение 1 мин.
;;;;6.2.3.4.;6.2.3.4. РЕОПАРОДОНТОГРАФИЯ
;;;;6.2.3.4.1.;6.2.3.4.1. При записи на неавтоматизирован- ных аппаратах.Минимальный оъем исследования -2 исследуемых участка с контрольной рео
;;;;6.2.3.4.2.;6.2.3.4.2. Дополнительные исследования с фу- нкциональной пробой (прием никотиновой кисло- ты)
;;;;6.2.3.5.;6.2.3.5. ФОТОПЛЕТИЗМОГРАФИЯ
;;;;6.2.3.5.1.;6.2.3.5.1. Фотоплетизмография в стоматологии (минимальный об`ем исследований - один учас- ток с одновременной регистрацией ЭКГ в
;;;;6.2.3.5.2.;6.2.3.5.2. Дополнительные исследования с фу- нкциональной пробой (никотиновой кислотой) 0,5 МГ
;;;;6.2.3.6.;6.2.3.6. РЕОДЕНТОГРАФИЯ
;;;;6.2.3.6.1.;6.2.3.6.1. Реодентография (РНГ-203 регистра- тор)
;;;;6.2.3.6.2.;6.2.3.6.2. Дополнительное исследование с фу- нкциональной пробой (температурой)
;;;;6.2.3.7.;6.2.3.7. ИЗМЕРЕНИЕ ОБЬЕМНОЙ СКОРОСТИ РЕГИО- НАРНОГО КРОВОТОКА В ХИРУРГИЧЕСКОЙ СТОМАТОЛО- ГИИ (РПГ-203, 4РГ-2М, регистратор Н-338
;;;;6.2.3.8.;6.2.3.8. РЕОАРТРОГРАФИЯ
;;;;6.2.3.8.1.;6.2.3.8.1. РЕОАРТРОГРАФИЯ В СТОМАТОЛОГИИ (РПГ-202, РПГ-203, регист- ратор Н-338-4М, усилитель биопотенциалов УБФ-4-03)
;;;;6.2.3.8.2.;6.2.3.8.2. Дополнительное исследование с фу- нкциональной пробой (жевательной)
;;;;6.2.4.;6.2.4. ИССЛЕДОВАНИЕ ФУНКЦИИ ВНЕШНЕГО ДЫХАНИЯ
;;;;6.2.4.1.;6.2.4.1. СПИРОГРАФИЯ
;;;;6.2.4.1.1.;6.2.4.1.1. При записи на неавтоматиз.аппара- тах. Обьем исслед.: опред-ние обьемных,време- нных,частотных и производных показате
;;;;6.2.4.1.2.;6.2.4.1.2. ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВАННЫХ АППАРАТАХ:
;;;;6.2.4.1.2.1.;6.2.4.1.2.1. На полианализатоpе ПА5-02
;;;;6.2.4.1.2.2.;6.2.4.1.2.2. На пневмоскопе
;;;;6.2.4.1.3.;6.2.4.1.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ ПРИ ВЫПОЛНЕНИИИ ФУНКЦИОНАЛЬНЫХ ПРОБ С БРОНХОЛИТИ- КАМИ (ИНГАЛЯЦИИ АСТМОЦЕНТА, САЛУТЕНТА,
;;;;6.2.4.1.3.1.;6.2.4.1.3.1. На полианализатоpе-П
;;;;6.2.4.1.3.2.;6.2.4.1.3.2. На пневмоскопе А5-02
;;;;6.2.4.2.;6.2.4.2. ПНЕВМОТАХОМЕТРИЯ
;;;;6.2.4.2.1.;6.2.4.2.1. ПНЕВМОТАХОМЕТРИЯ (дополнительно к п.п. 4.2.1.)
;;;;6.2.4.2.2.;6.2.4.2.2. Дополнительное исследование при выполнениии функциональных проб с бронхолити- ками (ингаляции астмоцента, салутента,
;;;;6.2.4.3.;6.2.4.3. ПЛЕТИЗМОГРАФИЯ
;;;;6.2.4.3.1.;"6.2.4.3.1. Плетизмография всего тела (Карди- опульмонал, установка фирмы ""Сименс"")"
;;;;6.2.4.3.2.;6.2.4.3.2. Дополнительное исследование с фу- нкциональной пробой (бронхолитиками)
;;;;6.2.4.4.;6.2.4.4. РЕГИСТРАЦИЯ КРИВОЙ ПОТОК - ОБЬЕМ ФОРМИРОВАННОГО ВЫДОХА
;;;;6.2.4.4.1.;"6.2.4.4.1. ""Пневмоскрин"""
;;;;6.2.4.4.2.;"6.2.4.4.2. ""Пульма"""
;;;;6.2.5.;6.2.5. ДИНАМИЧЕСКИЕ ВИДЫ УЛЬТРАЗВУКОВЫХ ИСС- ЛЕДОВАНИЙ В ФУНКЦИОНАЛЬНОЙ ДИАГНОСТИКЕ
;;;;6.2.5.1.;6.2.5.1. ЭХОКАРДИОГРАФИЯ (ЭХОКГ)
;;;;6.2.5.1.1.;6.2.5.1.1. ЭхоКГ
